file_name,day,TVD_max,rotate_distance,rotate_hrs,slide_distance,slide_hrs,well,platform,rig,size,bit_size,bit_mfg,bit_type,bit_sn,bit_run_number,bit_run_daily_start,bit_run_daily_end,cum_depth,cum_time,dull,nozzles,wob,rpm,rop,flow,spp,tq,mw,mud_type,BHA,drive sys,AGS-BHA,Under Gauge MNB/SMNB,casing,survey
19_RIGT15-cm_DDR_no.10_STWC-01_14_Jan_2023_Rev01_Service.pdf,14-Jan-2023,2732.76,,,,,STWC-01,STWC,T-15,6-1/8,6.125 in,SMITH,MDi516,JK7712,6,,,,,0-0-NO-A-X-I-PN-T,"['3x10,', '2x11']",/,/,,,,/,1.52,CARBO-DRILL,"6 6-1/8"" PDC Bit (MDi516) Rerun, PowerDrive 475 Orbit Slick CC with NP FV, 4-3/4"" Float Sub, 6"" Stabilizer, MWD+PWD, IMPulse-MLWD HT, ADN4-LWD HT w/5-3/4"" IB Stabilizer, Crossover NC38 to XT39, 25 Joints x 4"" HWDP, 4 3/4"" Hydra Jar, 4 Joints x 4"" HWDP, Crossover XT-39 to TT-390 (Total length: 311.6 m)",Motor,Motor,,"[{'OD': 2.875, 'MD': 3531.69, 'TVD': 2732.76}]",[]
20_RIGT15-cm_DDR_no.06_STWC-13_14_Jan_2023_Service.pdf,14-Jan-2023,,,,,,STWC-13,STWC,T-15,6-1/8,,,,,,,,,,,[],,,,,,,1.15,CARBO-DRILL,,,,,"[{'OD': 7.0, 'MD': 2590.46, 'TVD': 1847.16}]",[]
21_RIGT15-cm_DDR_no.07_STWC-13_15_Jan_2023_Service.pdf,15-Jan-2023,1847.16,65.0,3.22,,,STWC-13,STWC,T-15,6-1/8,6.125 in,SMITH,MDi516,JK7712,RR2,"2,596.00","2,661.00",65.0,4.0,,"['3x10,', '2x11']",8/16,80/150,,"1,050","2,800.0","8,000/14,000",1.15,SYNTHETIC MUD,"3 6-1/8"" PDC Bit (MDi516) Rerun2, PowerDrive 475 Orbit Slick CC with NP FV, 4-3/4"" Float Sub, 6"" Stabilizer, Pony NMDC, Cross Over, IMPulse-MLWD HT, ADN4-LWD HT w/5-3/4"" IB Stabilizer, Crossover NC38 to XT39, 25 Joints x 4"" HWDP, 4 3/4"" Hydra Jar, 4 Joints x 4"" HWDP, Crossover XT-39 to TT-390 (Total length: 311.1 m)",Motor,Motor,,"[{'OD': 7.0, 'MD': 2590.46, 'TVD': 1847.16}]",[]
22_RIGT15-cm_DDR_no.09_STWC-13_17_Jan_2023_Service.pdf,17-Jan-2023,2628.41,606.0,18.45,,,STWC-13,STWC,T-15,6-1/8,6.125 in,SMITH,MDi516,JP6299,RR2,"3,156.00","3,762.00",1101.0,40.5,,"['3x10,', '2x11']",15/17,150/170,,750,"3,050.0","11,000/15,000",1.48,CARBO-DRILL,"4 6-1/8"" PDC Bit (MDi516) Rerun2, PowerDrive 475 Orbit Slick CC with NP FV, 6"" Stabilizer, Pony NMDC, Cross Over, IMPulse-MLWD HT, ADN4-LWD HT w/5-3/4"" IB Stabilizer, Crossover NC38 to XT39, 25 Joints x 4"" HWDP, 4 3/4"" Hydra Jar, 4 Joints x 4"" HWDP, Crossover XT-39 to TT-390 (Total length: 310.1 m)",Motor,Motor,,"[{'OD': 7.0, 'MD': 2590.46, 'TVD': 1847.16}]","[{'MD': 3417.07, 'Incl': 50.72, 'Azm': 98.33}, {'MD': 3445.91, 'Incl': 50.76, 'Azm': 98.23}, {'MD': 3475.01, 'Incl': 51.24, 'Azm': 98.28}]"
23_RIGT15-cm_DDR_no.10_STWC-13_18_Jan_2023_Service.pdf,18-Jan-2023,2769.24,226.0,13.49,,,STWC-13,STWC,T-15,6-1/8,6.125 in,SMITH,MDi516,JP6299,RR2,"3,762.00","3,988.00",1327.0,57.25,,"['3x10,', '2x11']",15/18,150/160,,730,"2,950.0","12,000/16,000",1.54,CARBO-DRILL,"4 6-1/8"" PDC Bit (MDi516) Rerun2, PowerDrive 475 Orbit Slick CC with NP FV, 6"" Stabilizer, Pony NMDC, Cross Over, IMPulse-MLWD HT, ADN4-LWD HT w/5-3/4"" IB Stabilizer, Crossover NC38 to XT39, 25 Joints x 4"" HWDP, 4 3/4"" Hydra Jar, 4 Joints x 4"" HWDP, Crossover XT-39 to TT-390 (Total length: 310.1 m)",Motor,Motor,,"[{'OD': 7.0, 'MD': 2590.46, 'TVD': 1847.16}]","[{'MD': 3763.5, 'Incl': 51.47, 'Azm': 98.36}, {'MD': 3792.58, 'Incl': 51.54, 'Azm': 98.43}, {'MD': 3821.39, 'Incl': 51.61, 'Azm': 98.43}]"
24_RIGT15-cm_DDR_no.11_STWC-13_19_Jan_2023_Service.pdf,19-Jan-2023,,,,,,STWC-13,STWC,T-15,6-1/8,6.125 in,SMITH,MDi516,JP6299,RR2,,,,,2-1-WT-N-X-I-ER-T,"['3x10,', '2x11']",/,/,,,,/,1.54,CARBO-DRILL,"4 6-1/8"" PDC Bit (MDi516) Rerun2, PowerDrive 475 Orbit Slick CC with NP FV, 6"" Stabilizer, Pony NMDC, Cross Over, IMPulse-MLWD HT, ADN4-LWD HT w/5-3/4"" IB Stabilizer, Crossover NC38 to XT39, 25 Joints x 4"" HWDP, 4 3/4"" Hydra Jar, 4 Joints x 4"" HWDP, Crossover XT-39 to TT-390 (Total length: 310.1 m)",Motor,Motor,,"[{'OD': 7.0, 'MD': 2590.46, 'TVD': 1847.16}]",[]
25_RIGT15-cm_DDR_no.12_STWC-13_20_Jan_2023_Service.pdf,20-Jan-2023,2763.81,,,,,STWC-13,STWC,T-15,6-1/8,,,,,,,,,,,[],,,,,,,1.56,CARBO-DRILL,,,,,"[{'OD': 2.875, 'MD': 3979.43, 'TVD': 2763.81}]",[]
26_RIGT15-cm_DDR_no.01_STWC-07_20_Jan_2023_Service.pdf,20-Jan-2023,,,,,,STWC-07,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,1,101.07,108.00,6.93,0.25,,['3x21'],2/5,0/80,,"1,450.0","3,000 1,450.0","2,000/5,000",1.2,SPUD MUD,"1 12-1/4"" Digger Bit, PowerPak motor (1.5 deg bend, 12-1/8"" Sleeve ), 11-1/4"" Motor Top Stabilizer, X-over 6-5/8"" REG x 4-1/2"" IF, Pony Drill Collar, MWD tool TeleScope 675, 6 3/4"" UBHO, NMDC, 17 x 5"" HWDP (Total length: 194.8 m)",Motor,Motor,,{},[]
27_RIGT15-cm_DDR_no.01_STWC-20_21_Jan_2023_Service.pdf,21-Jan-2023,304.96,111.93,0.27,94.0,0.18,STWC-20,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,1,101.07,307.00,205.98,1.75,,['3x21'],2/10,80/120,,"1,700.0","3,400 1,700.0","1,000/3,000",1.2,SPUD MUD,"1 12-1/4"" Digger Bit, PowerPak motor (1.5 deg bend, 12-1/8"" Sleeve ), 11-1/4"" Motor Top Stabilizer, X-over 6-5/8"" REG x 4-1/2"" IF, Pony Drill Collar, MWD tool TeleScope 675, 6 3/4"" UBHO, NMDC, 17 x 5"" HWDP (Total length: 194.6 m)",Motor,Motor,,"[{'OD': 9.625, 'MD': 303.35, 'TVD': 301.46}]","[{'MD': 0.5, 'Incl': 0.0, 'Azm': 0.0}, {'MD': 101.07, 'Incl': 0.0, 'Azm': 0.0}, {'MD': 106.06, 'Incl': 0.32, 'Azm': 338.21}]"
27_RIGT15-cm_DDR_no.02_STWC-07_21_Jan_2023_Service.pdf,21-Jan-2023,301.81,70.0,0.13,127.0,0.2,STWC-07,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,1,108.00,305.00,203.93,2.25,,['3x21'],3/10,40/110,,"3,200.0","3,400 3,200.0","2,000/5,000",1.2,SPUD MUD,"1 12-1/4"" Digger Bit, PowerPak motor (1.5 deg bend, 12-1/8"" Sleeve ), 11-1/4"" Motor Top Stabilizer, X-over 6-5/8"" REG x 4-1/2"" IF, Pony Drill Collar, MWD tool TeleScope 675, 6 3/4"" UBHO, NMDC, 17 x 5"" HWDP (Total length: 194.6 m)",Motor,Motor,,"[{'OD': 9.625, 'MD': 301.43, 'TVD': 298.43}]","[{'MD': 2.0, 'Incl': 0.0, 'Azm': 0.0}, {'MD': 101.07, 'Incl': 0.0, 'Azm': 170.0}, {'MD': 106.06, 'Incl': 0.11, 'Azm': 290.82}]"
28_RIGT15-cm_DDR_no.01_STWC-16_21_Jan_2023_Service.pdf,21-Jan-2023,,,,,,STWC-16,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,,,,,,,['3x21'],/,/,,,,/,1.2,SPUD MUD,,,,,{},[]
29_RIGT15-cm_DDR_no.01_STWC-09_21_Jan_2023_Service.pdf,21-Jan-2023,302.13,96.93,0.14,108.0,0.13,STWC-09,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,1,101.07,306.00,204.93,1.25,,['3x21'],2/15,100/120,,"1,700.0","3,400 1,700.0","1,000/3,000",1.2,SPUD MUD,"1 12-1/4"" Digger Bit, PowerPak motor (1.5 deg bend, 12-1/8"" Sleeve ), 11-1/4"" Motor Top Stabilizer, X-over 6-5/8"" REG x 4-1/2"" IF, Pony Drill Collar, MWD tool TeleScope 675, 6 3/4"" UBHO, NMDC, 17 x 5"" HWDP (Total length: 194.6 m)",Motor,Motor,,"[{'OD': 9.625, 'MD': 302.51, 'TVD': 298.9}]","[{'MD': 0.5, 'Incl': 0.0, 'Azm': 0.0}, {'MD': 101.07, 'Incl': 0.0, 'Azm': 210.0}, {'MD': 106.06, 'Incl': 0.52, 'Azm': 280.98}]"
30_RIGT15-cm_DDR_no.02_STWC-06_22_Jan_2023_Service.pdf,22-Jan-2023,1364.43,1174.0,3.33,129.0,0.72,STWC-06,STWC,T-15,,8.500 in,BAKER,TD604,5336240,2,306.00,"1,609.00",1303.0,9.25,,['6x13'],5/18,0/120,,"2,450.0","2,700 2,450.0","5,000/9,000",1.1,GEL/POLYMER,"2 8-1/2"" PDC Bit (TD604M), PowerPak A675M7850XP, 1.5deg  bent  with FV Rotor, 7-1/4"" Stabilizer, 6 3/4"" Pony NMDC, TeleScope 675 (1900-3790LPM), 6 3/4"" NMDC,  6 3/4"" sub, 20x 5"" HWDP (20 joints) (Total length: 222.3 m)",Motor,Motor,,"[{'OD': 9.625, 'MD': 303.74, 'TVD': 301.43}]","[{'MD': 1314.44, 'Incl': 34.47, 'Azm': 154.26}, {'MD': 2.0, 'Incl': 33.81, 'Azm': 154.32}, {'MD': 1373.05, 'Incl': 35.57, 'Azm': 153.37}]"
31_RIGT15-cm_DDR_no.02_STWC-16_22_Jan_2023_Service.pdf,22-Jan-2023,301.16,95.93,0.23,108.0,0.22,STWC-16,STWC,T-15,12-1/4,12.250 in,PTTEP,LC75,SOSKL220660/2-02,1,101.07,305.00,203.93,1.5,,['3x21'],2/10,100/120,,"1,850.0","3,400 1,850.0","1,000/3,000",1.2,SPUD MUD,"1 12-1/4"" Digger Bit, PowerPak motor (1.5 deg bend, 12-1/8"" Sleeve ), 11-1/4"" Motor Top Stabilizer, X-over 6-5/8"" REG x 4-1/2"" IF, Pony Drill Collar, MWD tool TeleScope 675, 6 3/4"" UBHO, NMDC, 17 x 5"" HWDP (Total length: 194.6 m)",Motor,Motor,,"[{'OD': 9.625, 'MD': 301.1, 'TVD': 297.54}]","[{'MD': 1.0, 'Incl': 0.0, 'Azm': 0.0}, {'MD': 101.07, 'Incl': 0.0, 'Azm': 88.0}, {'MD': 106.06, 'Incl': 0.36, 'Azm': 12.24}, {'MD': 134.45, 'Incl': 0.29, 'Azm': 65.51}]"
